name:ita_x_preferred
name:sna_x_preferred
name:fur_x_preferred
name:hak_x_preferred
name:mlt_x_preferred
name:kaa_x_preferred
name:heb_x_variant
name:eng_x_historical
name:cha_x_preferred
name:tah_x_preferred
name:smo_x_preferred
name:kik_x_preferred
name:tum_x_preferred
name:urd_x_variant
name:srp_x_variant
name:cze_x_preferred
name:ukr_x_variant
name:nrm_x_preferred
name:sun_x_preferred
abbreviation:eng_x_preferred
wof:abbreviation
name:slv_x_variant
name:lrc_x_preferred
name:bcl_x_preferred
name:mri_x_preferred
name:vep_x_variant
name:kab_x_preferred
name:wuu_x_preferred
name:rmy_x_preferred
name:guj_x_preferred
name:khm_x_preferred
name:ces_x_variant
name:tel_x_preferred
name:nau_x_preferred
mz:is_current
name:spa_x_colloquial
name:hbs_x_variant
name:cbk_zam_x_preferred
name:min_x_preferred
name:tuk_x_preferred
name:grn_x_preferred
name:myv_x_preferred
name:nov_x_preferred
name:pcd_x_preferred
name:sco_x_variant
name:srn_x_preferred
name:bar_x_variant
name:glk_x_preferred
name:pih_x_preferred
mz:categories
name:orm_x_preferred
name:snd_x_preferred
name:roh_x_preferred
name:sin_x_preferred
name:lin_x_preferred
name:fij_x_preferred
wof:belongs_to
name:ton_x_preferred
wof:population_rank
wof:population
src:population
name:cre_x_preferred
name:frp_x_preferred
name:kin_x_preferred
name:iii_x_preferred
name:zul_x_preferred
name:pus_x_preferred
name:lbe_x_preferred
name:vls_x_preferred
name:sot_x_preferred
name:ace_x_preferred
name:zha_x_preferred
name:ipk_x_preferred
name:wol_x_preferred
name:jbo_x_preferred
name:sme_x_preferred
name:lez_x_preferred
name:rue_x_preferred
name:lao_x_preferred
name:kal_x_preferred
name:lad_x_preferred
name:aze_x_variant
name:hsb_x_preferred
name:pnb_x_variant
name:aka_x_preferred
name:kom_x_preferred
name:iku_x_preferred
name:gom_x_preferred
name:nso_x_preferred
name:dsb_x_preferred
name:isl_x_variant
name:uig_x_variant
name:tpi_x_preferred
name:hin_x_variant
name:nah_x_preferred
name:ori_x_preferred
name:lit_x_variant
name:div_x_preferred
name:slk_x_variant
name:haw_x_preferred
name:pol_x_variant
wof:placetype_alt
name:fin_x_variant
name:hrv_x_variant
name:fra_x_colloquial
name:cre_x_variant
name:nan_x_preferred
name:bug_x_preferred
name:mdf_x_preferred
name:shs_x_preferred
name:kur_x_variant
name:koi_x_preferred
qs:la
qs:a2
name:lav_x_variant
name:hun_x_variant
name:pol_x_colloquial
name:hun_x_colloquial
name:fin_x_colloquial
name:cze_x_variant
name:tur_x_variant
name:und_x_variant
name:tur_x_historical
name:deu_x_colloquial
name:ind_x_variant
name:dan_x_variant
name:dut_x_colloquial
name:vls_x_variant
name:ger_x_colloquial
name:por_x_colloquial
name:cze_x_colloquial
name:ces_x_historical
name:cym_x_variant
name:rum_x_preferred
name:lat_x_historical
name:nds_x_variant
name:swe_x_historical
name:ron_x_variant
name:ltg_x_preferred
name:fin_x_historical
name:nor_x_variant
name:bos_x_variant
name:gag_x_preferred
name:bul_x_variant
name:tgl_x_variant
name:fre_x_colloquial
name:kon_x_preferred
name:nld_x_variant
name:glg_x_variant
name:grc_x_preferred
name:kbd_x_preferred
name:oci_x_variant
name:lzh_x_preferred
name:nno_x_variant
name:sqi_x_variant
name:tet_x_preferred
name:spa_x_historical
name:abk_x_preferred
name:rus_x_colloquial
name:eus_x_colloquial
name:ast_x_variant
name:tsn_x_preferred
name:ewe_x_preferred
name:crh_x_preferred
name:krl_x_preferred
name:nob_x_preferred
name:lug_x_preferred
name:csb_x_variant
name:olo_x_preferred
name:vie_x_variant
name:roh_x_variant
name:arc_x_variant
name:pfl_x_preferred
qs:a2r
name:deu_x_historical
name:bre_x_variant
name:pfl_x_variant
name:tha_x_variant
name:frk_x_preferred
name:goh_x_preferred
name:goh_x_variant
name:cel_x_preferred
name:ksh_x_variant
name:pnt_x_preferred
name:gml_x_variant
name:gml_x_preferred
name:gmh_x_preferred
name:gmh_x_variant
name:gre_x_preferred
name:osx_x_preferred
name:ndo_x_preferred
name:kaz_x_variant
name:osx_x_variant
name:que_x_variant
name:vol_x_variant
name:ltz_x_variant
name:got_x_preferred
name:mar_x_variant
name:mlt_x_variant
name:drt_x_preferred
name:syr_x_preferred
name:yid_x_variant
qs:a1_alt
name:chu_x_preferred
name:ota_x_preferred
name:est_x_variant
name:oss_x_variant
name:mkd_x_variant
name:gle_x_variant
name:ben_x_variant
name:dan_x_colloquial
name:amh_x_variant
name:grc_x_variant
name:ckb_x_variant
name:arg_x_variant
name:frp_x_variant
name:fra_x_historical
name:ceb_x_variant
qs:a1r_lc
name:grn_x_variant
name:mai_x_preferred
name:nya_x_preferred
name:krc_x_preferred
name:lin_x_variant
name:ady_x_preferred
name:ibo_x_preferred
name:lrc_x_variant
name:bih_x_preferred
ne:datarank
ne:abbrev
ne:gns_region
ne:gadm_level
ne:name
ne:gns_adm1
ne:adm1_code
ne:adm1_cod_1
ne:iso_a2
ne:check_me
ne:gns_level
ne:area_sqkm
ne:fips
ne:labelrank
ne:mapcolor13
ne:sameascity
ne:note
ne:adm0_label
ne:woe_name
ne:gu_a3
ne:iso_3166_2
ne:gns_id
ne:adm0_sr
ne:fips_alt
ne:woe_label
ne:sov_a3
ne:wikipedia
ne:gns_name
ne:gn_a1_code
ne:region_cod
ne:longitude
ne:woe_id
ne:type_en
ne:mapcolor9
ne:diss_me
ne:name_alt
ne:geonunit
ne:code_hasc
ne:scalerank
ne:featurecla
ne:gn_name
ne:adm0_a3
ne:name_len
ne:code_local
ne:gn_level
ne:postal
ne:name_local
ne:region
ne:gns_lang
ne:hasc_maybe
ne:gn_region
ne:provnum_ne
ne:admin
ne:type
ne:sub_code
ne:region_sub
ne:gn_id
ne:latitude
name:nor_x_colloquial
name:hye_x_variant
name:gla_x_variant
name:lad_x_variant
name:tyv_x_preferred
name:run_x_preferred
name:non_x_preferred
name:scn_x_variant
name:kat_x_variant
name:sag_x_preferred
name:afr_x_variant
name:fur_x_variant
name:fao_x_variant
name:vec_x_variant
name:bat_x_preferred
name:smg_x_preferred
name:pol_x_historical
name:rus_x_historical
name:nld_x_historical
name:nld_x_colloquial
name:lim_x_variant
name:kab_x_variant
name:pan_x_variant
edtf:deprecated
name:tso_x_preferred
name:tam_x_variant
name:rum_x_variant
name:rum_x_colloquial
name:gag_x_variant
name:mah_x_preferred
name:ita_x_historical
name:mri_x_variant
name:jbo_x_variant
name:div_x_variant
name:kir_x_variant
name:sli_x_preferred
name:ind_x_historical
name:szl_x_variant
name:szl_x_historical
name:swe_x_unknown
name:spa_x_unknown
qs:a2_alt
name:rup_x_preferred
name:ell_x_historical
name:yid_x_historical
name:pms_x_variant
name:nap_x_variant
name:srd_x_variant
name:rgn_x_preferred
name:tpi_x_variant
name:san_x_variant
name:swa_x_variant
name:tir_x_preferred
name:ven_x_preferred
name:lij_x_variant
name:ita_x_colloquial
name:lmo_x_variant
name:lit_x_historical
name:crh_x_variant
name:crh_x_historical
name:ota_x_historical
name:mhr_x_variant
name:ukr_x_historical
name:rue_x_variant
name:hsb_x_variant
name:chv_x_variant
name:tat_x_variant
name:udm_x_variant
cbsnl:GM_CODE
cbsnl:STED
cbsnl:WK_CODE
cbsnl:WATER
cbsnl:WK_NAAM
cbsnl:IND_WBI
cbsnl:OAD
cbsnl:GM_NAAM
name:wln_x_variant
name:als_x_variant
name:pag_x_preferred
name:glv_x_variant
name:gsw_x_preferred
name:frm_x_preferred
name:frm_x_variant
name:frm_x_historical
name:cos_x_variant
name:glg_x_historical
name:cat_x_historical
name:ful_x_preferred
name:ext_x_variant
name:ssw_x_preferred
name:ara_x_historical
name:cat_x_colloquial
name:heb_x_historical
name:gsw_x_historical
name:hun_x_historical
name:slk_x_historical
name:slv_x_historical
name:ota_x_variant
name:roa_x_preferred
name:msa_x_variant
name:isl_x_historical
name:ile_x_historical
name:frr_x_variant
name:scn_x_colloquial
name:jut_x_preferred
cbsnl:BU_NAAM
cbsnl:BU_CODE
name:asm_x_preferred
name:zea_x_variant
name:pcd_x_variant
name:smn_x_preferred
name:sme_x_variant
name:sma_x_preferred
name:fkv_x_preferred
name:lav_x_historical
name:est_x_historical
name:ger_x_historical
name:nds_x_historical
name:war_x_variant
name:wen_x_preferred
name:src_x_preferred
name:cpp_x_preferred
name:egl_x_preferred
name:kaz_x_historical
name:dzo_x_preferred
name:smj_x_variant
name:smj_x_preferred
name:fit_x_preferred
name:jav_x_variant
name:rmy_x_variant
name:mwl_x_variant
name:dan_x_historical
name:dsb_x_variant
name:chu_x_variant
name:ell_x_colloquial
name:cor_x_variant
name:ang_x_variant
name:rup_x_variant
name:sqi_x_historical
name:bul_x_historical
name:mkd_x_historical
name:ron_x_historical
name:kal_x_variant
name:jap_x_colloquial
name:gre_x_variant
name:vie_x_colloquial
name:gre_x_colloquial
name:tur_x_colloquial
name:zho_x_colloquial
name:kor_x_colloquial
name:jap_x_preferred
name:hin_x_colloquial
name:ben_x_colloquial
name:ara_x_colloquial
mz:hours
name:jap_x_variant
mz:note
name:sal_x_preferred
name:fil_x_preferred
gn:id
name:uzb_x_variant
name:azb_x_variant
qs:photos
qs:name_adm0
qs:name_adm1
qs:pop_sr
qs:photos_9r
qs:photos_9k
gp:adm0
qs:photos_1k
qs:placetype
qs:name
qs:photos_all
qs:photos_sr
name:srp_x_colloquial
name:grc_x_historical
qs:a0_lc
name:aar_x_preferred
name:afr_x_historical
name:zul_x_variant
name:sah_x_variant
qs:a2_lc
name:por_x_historical
edtf:superseded
name:mix_x_preferred
gn:longitude
gn:latitude
gn:fcode
gn:country
gn:pop
name:sms_x_preferred
name:krl_x_variant
wk:long
wk:lat
name:koi_x_variant
name:chm_x_preferred
name:prs_x_preferred
wof:lang_x_official
name:mdf_x_variant
src:centroid_lbl
name:epo_x_historical
name:bak_x_historical
name:alt_x_preferred
name:kjh_x_preferred
name:bua_x_preferred
name:nog_x_preferred
name:abq_x_preferred
name:che_x_variant
name:kbd_x_variant
name:nor_x_historical
name:inh_x_preferred
name:ava_x_variant
name:che_x_historical
name:tab_x_preferred
name:kum_x_preferred
name:che_x_colloquial
name:dar_x_preferred
name:arn_x_preferred
name:som_x_variant
name:sin_x_variant
name:mya_x_variant
name:lub_x_preferred
name:guj_x_variant
name:bod_x_variant
name:tel_x_variant
name:yor_x_variant
name:nde_x_preferred
name:bak_x_variant
name:ace_x_variant
name:mal_x_variant
name:pus_x_variant
name:sun_x_variant
name:msa_x_historical
name:msa_x_colloquial
name:mfa_x_preferred
name:mlg_x_variant
name:tai_x_preferred
name:kor_x_historical
name:zho_x_historical
name:pny_x_preferred
name:hak_x_variant
name:mon_x_variant
name:wuu_x_variant
name:wuu_x_historical
name:ina_x_variant
name:nah_x_variant
name:kan_x_variant
name:aym_x_variant
name:pny_x_variant
name:pny_x_historical
name:mvf_x_preferred
name:tel_x_historical
name:tel_x_colloquial
name:ori_x_variant
name:kas_x_variant
name:kok_x_preferred
name:gom_x_variant
name:kok_x_variant
name:tcy_x_preferred
name:asm_x_variant
name:gla_x_historical
name:bpi_x_preferred
name:new_x_variant
name:uig_x_historical
name:oci_x_historical
name:ina_x_historical
name:ext_x_historical
name:lim_x_historical
name:arg_x_historical
name:hbs_x_historical
name:srd_x_historical
name:nep_x_variant
name:jpn_x_historical
gp:source
wof:fullname
qs:adm0_a3
qs:a1r_alt
mz:tier_locality
meso:gadm_admin
meso:gadm_hasc2
meso:gaul_admin
meso:pop
meso:mps_y
meso:mps_x
meso:wof:id
meso:source
meso:local_id
meso:name_local
meso:admin_1
qs:a2r_alt
qs:a2r_lc
meso:gadm_hasc
meso:diss_me
meso:gaul_adm2
meso:gadm_name
meso:name_en
wof:placetype_local
wof:label
wof:lang_x_spoken
name:cho_x_preferred
meso:name_alt
meso:admin1_en
meso:type_local
name:eng_p
misc:woe_funk
misc:gn_nam_loc
misc:woe_lau
misc:localhoods
misc:name_local
misc:gn_namadm1
misc:placetype
misc:photo_sum
misc:woe_ver
misc:gn_adm0_cc
misc:woe_local
misc:name
misc:quad_count
misc:gn_id
misc:name_adm0
misc:name_adm1
misc:name_adm2
misc:photo_max
misc:local_max
misc:woe_adm1
misc:woe_adm0
misc:woe_adm2
misc:gn_local
misc:local_sum
ne:subregion
ne:namealt
wof:children
zolk:Name
zolk:description
woe:hierarchy
oa:elevation_ft
oa:type
wof:category
name:alb_x_preferred
name:cmn_x_preferred
name:bik_x_preferred
name:msb_x_preferred
wof:created
meso:hasc_id
meso:adm1_loc
meso:type_loc
meso:name_loc
meso:adm2_loc
meso:gadm_adm2
meso:adm1_alt
meso:type_en
meso:admin1_loc
meso:type_alt
meso:adm1_name
meso:dissme
meso:iscgm_admi
meso:name_alt2
meso:name_alt1
meso:gadm_admi1
meso:id
meso:name_en2
meso:adm1_en
meso:gadm_hasc_
meso:pop_year
meso:admin1
meso:patch
meso:ocha_admin
meso:adm1_alt2
meso:hasc_1
meso:iscgm_adm2
meso:admin_1r
qs:qs_id
qs:gn_fcode
qs:woe_id
qs:gn_country
qs:gn_pop
qs:woe_adm0
qs:gn_id
meso:admin1r
meso:local_id_a
meso:gadm_admn2
meso:gaul_adm2_
meso:name_alt3
meso:gadm_alt
camgov:Webpage
camgov:N_HOOD
camgov:NAME
meso:osm_adm2
meso:adm2_alt
meso:adm1
meso:name_loc_a
porbps:MAPLABEL
porbps:OBJECTID
porbps:NAME
porbps:COALIT
porbps:ID
porbps:HORZ_VERT
porbps:COMMPLAN
azavea:LISTNAME
azavea:MAPNAME
azavea:NAME
wapo:quadrant
wapo:subhood
hkigis:KOKOTUNNUS
hkigis:tunnus
hkigis:TUNNUS
hkigis:kokotunnus
hkigis:aluejako
hkigis:SUURP_TN
hkigis:NIMI
hkigis:NIMI_SE
hkigis:KUNTA_NIMI
hkigis:K_NIMI_SE
hkigis:SUUR_N_SE
hkigis:ajo_pvm
hkigis:KUNTA
hkigis:ID
hkigis:ALUETASO
hkigis:SUUR_N_FI
tmpgov:name
tmpgov:id
tmpgov:MI_PRINX
tkugov:ID
tkugov:PIENALUE
tkugov:NIMI
oulugov:TEKSTI
oulugov:ID
oulugov:AJ_KAUPUNG
oulugov:AJ_KAUPU00
kuogov:ID
kuogov:NIMI
hkigis:Mtryhm
hkigis:KOKOTUN
hkigis:Nimi
hkigis:NIMI_ISO
hkigis:ID1
hkigis:SUUR
hkigis:TILA
hkigis:PIEN
meso:loc_id_alt
meso:ne_adm1_lo
meso:ne_adm1_en
meso:name_loc_1
meso:gadm_loc
meso:ne_code_ha
meso:gadm_loc_a
meso:okato_code
meso:admin1r_en
meso:gadm_name_
meso:name_lat
meso:okato_name
meso:oktmo_name
meso:gadm_cyril
meso:oktmo_code
nolagis:lup_lab
nolagis:gnocdc_lab
nolagis:neigh_id
meso:admin_1_lo
meso:admin_1_en
denvercpd:NBHD_ID
denvercpd:NBHD_NAME
meso:aotm
meso:adm0
meso:wof_id
meso:gadm_adm3
meso:admin_2
meso:gaul_adm3
meso:nam_en_alt
meso:adm2_gaul
name:eng_x_historic
meso:adm2_name
meso:ocha_adm2
meso:gadm_adm1
meso:name_loc2
meso:name_loc3
meso:adm1_loc2
meso:gaul_name
meso:admin1name
meso:admin2name
meso:delete_fla
meso:gaul_adm1
edtf:deprecate
oakced:name
baltomoit:nbrdesc
baltomoit:label
atldpcd:OLD_NAME
atldpcd:FID_TXT
atldpcd:OBJECTID
atldpcd:GLOBALID
atldpcd:NPU
atldpcd:NAME
name:diq_x_variant
stpaulgov:district
stpaulgov:name2
stpaulgov:name1
meso:region
sdgis:NAME
amsgis:DOCNR
amsgis:NAAM
amsgis:titel
amsgis:_id
amsgis:INGSDATUM
amsgis:type
amsgis:CODE
amsgis:externe_id
amsgis:VOLLCODE
amsgis:titel_key
amsgis:DOCDATUM
amsgis:online_tijdsaspect
amsgis:_categories
amsgis:categorie
amsgis:display
amsgis:type_2
amsgis:uri
amsgis:naam
amsgis:code
name:tir_x_variant
meso:c_desc
meso:c_name
meso:objectid
meso:county_id
ssuberlin:spatial_alias
ssuberlin:gml_id
ssuberlin:spatial_name
begov:numac
begov:naam
begov:datpublbs
begov:uidn
begov:oppervl
begov:lengte
begov:niscode
begov:terrid
begov:oidn
austriaod:bez_name
austriaod:land_name
austriaod:bez_nr
austriaod:gem_nr
austriaod:gem_name
austriaod:land_nr
austriaod:objectid
torsdfa:AREA_NAME
torsdfa:AREA_S_CD
can-edmdsd:name
can-edmdsd:number
can-wpgppd:name
can-wpgppd:id
name:fer_x_variant
misc:gn_name
misc:gn_fcode
can-mntsmvt:nom_qr
can-mntsmvt:nom_mun
can-mntsmvt:nom_arr
can-mntsmvt:no_qr
can-mntsmvt:no_arr
ne:adm0_a3_un
ne:note_adm0
ne:geou_dif
ne:brk_name
ne:formal_en
ne:region_wb
ne:brk_a3
ne:subunit
ne:iso_a3
ne:formal_fr
ne:long_len
ne:tiny
ne:level
ne:gdp_year
ne:adm0_a3_us
ne:note_brk
ne:region_un
ne:fips_10
ne:pop_est
ne:un_a3
ne:brk_diff
ne:abbrev_len
ne:continent
ne:economy
ne:wb_a2
ne:pop_year
ne:iso_n3
ne:name_sort
ne:gdp_md_est
ne:mapcolor8
ne:wb_a3
ne:name_long
ne:mapcolor7
ne:sovereignt
ne:lastcensus
ne:su_dif
ne:adm0_dif
ne:su_a3
ne:income_grp
ne:adm0_a3_wb
ne:adm0_a3_is
ne:brk_group
ne:geounit
ne:homepart
canvec-hydro:definit_en
canvec-hydro:definit
can-calcai:sector
can-calcai:comm_structure
can-calcai:srg
can-calcai:class_code
can-calcai:name
can-calcai:comm_code
can-calcai:class
can-ons:ONSID
can-ons:Name2017
can-ons:Name2016_F
can-ons:Name2016
can-ons:Name
can-gatsudd:NO_COMM_1
can-gatsudd:LSECSTATID
can-gatsudd:MUN_MRC
can-gatsudd:NOM_HISTOR
can-gatsudd:NO_COMM
can-gatsudd:NOM_COMM
can-gatsudd:SECTREG_2
can-gatsudd:SECTEUR
can-gatsudd:POP_2006
ne:min_zoom
misc:qs_a1r_lc
unlc:subdivision
misc:qs_id
misc:qs_a1_lc
misc:qs_a1r
misc:qs_a0
misc:qs_a1
misc:qs_adm0
misc:qs_a1_alt
misc:qs_a1r_alt
name:fra_x_unknown
misc:qs_gn_id
misc:qs_adm0_a3
misc:qs_iso_cc
misc:qs_woe_id
misc:qs_pop
misc:qs_level
wof:subdivision
misc:qs_a0_lc
misc:qs_scale
misc:qs_source
iso:subdivision
misc:qs_type
gp:id
qs:scale
qs:a0_alt
name:srb_x_preferred
qs:la_alt
ne:changed
ne:name_fr
name:bel_x_colloquial
name:fas_x_colloquial
name:fas_x_historical
src:lbl
zs:label
zs:area_m
zs:id
bra:Neighborho
bra:Name
bra:OBJECTID
pedia:@id
pedia:boroughCode
pedia:neighborhood
pedia:borough
porbps:SHARED
seagv:l_hoodid
seagv:objectid
seagv:hoods_id
seagv:hoods_
seagv:s_hood
seagv:l_hood
seagv:symbol2
seagv:symbol
lacity:OBJECTID
lacity:WADDRESS
lacity:DWEBSITE
lacity:NAME
lacity:NC_ID
lacity:NSA
lacity:CERTIFIED
sfgov:link
zs:name
zs:42101:label
zs:42101:pop10
zs:us:counties
zs:42101:id
zs:placetype
zs:42101:blockids
zs:42101:housing10
zs:42101:area_m
zs:42019:id
zs:42019:area_m
zs:42019:housing10
zs:42019:blockids
zs:42019:pop10
zs:42019:label
zs:1125:id
zs:1125:area_m
zs:1125:housing10
zs:1125:label
zs:1125:blockids
zs:1125:pop10
zs:24033:housing10
zs:24033:id
zs:24033:area_m
zs:24033:pop10
zs:24033:blockids
zs:24033:label
zs:50021:pop10
zs:50021:label
zs:50021:blockids
zs:50021:area_m
zs:50021:housing10
zs:50021:id
zs:25027:id
zs:25027:housing10
zs:25027:blockids
zs:25027:label
zs:25027:pop10
zs:25027:area_m
zs:42107:housing10
zs:42107:area_m
zs:42107:blockids
zs:42107:id
zs:42107:pop10
zs:42107:label
zs:1033:blockids
zs:1033:area_m
zs:1033:housing10
zs:1033:label
zs:1033:pop10
zs:1033:id
zs:24021:pop10
zs:24021:id
zs:24021:blockids
zs:24021:label
zs:24021:area_m
zs:24021:housing10
zs:42095:area_m
zs:42095:pop10
zs:42095:blockids
zs:42095:id
