id|lat|lon|iso country|poly country|link
101839121|Lille|50.631944|3.0575|BE|FR|https://whosonfirst.mapzen.com/spelunker/id/101839121/
101839179|Tornio|65.848611|24.147222|FI|SE|https://whosonfirst.mapzen.com/spelunker/id/101839179/
101963855|Indianápolis|39.767778|-86.158056|BR|US|https://whosonfirst.mapzen.com/spelunker/id/101963855/
421204991|Segovia|40.95|-4.116667|CO|ES|https://whosonfirst.mapzen.com/spelunker/id/421204991/
101966387|Sana|15.35|44.2|BR|YE|https://whosonfirst.mapzen.com/spelunker/id/101966387/
101966389|Sana|15.35|44.2|BR|YE|https://whosonfirst.mapzen.com/spelunker/id/101966389/
85944421|Geneva|46.2|6.15|US|CH|https://whosonfirst.mapzen.com/spelunker/id/85944421/
101857827|Kruševo|41.370278|21.246667|HR|MK|https://whosonfirst.mapzen.com/spelunker/id/101857827/
101861653|Високе|52.366667|23.366667|UA|BY|https://whosonfirst.mapzen.com/spelunker/id/101861653/
101971513|Arrecife|28.9625|-13.550556|BR|ES|https://whosonfirst.mapzen.com/spelunker/id/101971513/
101861755|Михайлівці|48.7575|21.918333|UA|SK|https://whosonfirst.mapzen.com/spelunker/id/101861755/
85946861|Melbourne|-37.820556|144.961389|US|AU|https://whosonfirst.mapzen.com/spelunker/id/85946861/
101972107|Abreus|22.280556|-80.567778|BR|CU|https://whosonfirst.mapzen.com/spelunker/id/101972107/
101864573|Берестя|52.133333|23.666667|UA|BY|https://whosonfirst.mapzen.com/spelunker/id/101864573/
101866145|Високе|52.366667|23.366667|UA|BY|https://whosonfirst.mapzen.com/spelunker/id/101866145/
101864755|Sofia|42.7|23.333333|MD|BG|https://whosonfirst.mapzen.com/spelunker/id/101864755/
101975707|Burgos|42.340833|-3.699722|BR|ES|https://whosonfirst.mapzen.com/spelunker/id/101975707/
101869519|Високе|52.366667|23.366667|UA|BY|https://whosonfirst.mapzen.com/spelunker/id/101869519/
101867897|Славгород|53.445278|30.996389|UA|BY|https://whosonfirst.mapzen.com/spelunker/id/101867897/
101871493|Високе|52.366667|23.366667|UA|BY|https://whosonfirst.mapzen.com/spelunker/id/101871493/
101882827|Serres|41.083333|23.55|FR|GR|https://whosonfirst.mapzen.com/spelunker/id/101882827/
101897255|Cologne|50.942222|6.957778|FR|DE|https://whosonfirst.mapzen.com/spelunker/id/101897255/
101896523|Mons|50.454722|3.951944|FR|BE|https://whosonfirst.mapzen.com/spelunker/id/101896523/
85951211|Hanover|52.374444|9.738611|US|DE|https://whosonfirst.mapzen.com/spelunker/id/85951211/
101985331|Valparaíso|-33.066667|-71.633333|BR|CL|https://whosonfirst.mapzen.com/spelunker/id/101985331/
101903745|Sancti-Spíritus|21.933889|-79.443889|ES|CU|https://whosonfirst.mapzen.com/spelunker/id/101903745/
101907777|Berne|46.950833|7.438611|DE|CH|https://whosonfirst.mapzen.com/spelunker/id/101907777/
101824517|Bergen|60.3925|5.323333|DE|NO|https://whosonfirst.mapzen.com/spelunker/id/101824517/
85968811|Delhi|28.666667|77.216667|US|IN|https://whosonfirst.mapzen.com/spelunker/id/85968811/
85921153|Melbourne|-37.820556|144.961389|US|AU|https://whosonfirst.mapzen.com/spelunker/id/85921153/
85970237|Bridgetown|13.096111|-59.608333|US|BB|https://whosonfirst.mapzen.com/spelunker/id/85970237/
101988573|Corrientes|-27.483333|-58.816667|BR|AR|https://whosonfirst.mapzen.com/spelunker/id/101988573/
85969039|Geneva|46.2|6.15|US|CH|https://whosonfirst.mapzen.com/spelunker/id/85969039/
101993441|Las Palmas|28.127222|-15.431389|MX|ES|https://whosonfirst.mapzen.com/spelunker/id/101993441/
101991547|San Sebastián|43.32|-1.98|MX|ES|https://whosonfirst.mapzen.com/spelunker/id/101991547/
101992515|San Sebastián|43.32|-1.98|MX|ES|https://whosonfirst.mapzen.com/spelunker/id/101992515/
85974663|Venice|45.439722|12.331944|US|IT|https://whosonfirst.mapzen.com/spelunker/id/85974663/
101996553|San Antonio|29.428611|-98.493333|MX|US|https://whosonfirst.mapzen.com/spelunker/id/101996553/
101996849|San Antonio|29.428611|-98.493333|MX|US|https://whosonfirst.mapzen.com/spelunker/id/101996849/
85975115|Derry|54.991667|-7.341667|US|GB|https://whosonfirst.mapzen.com/spelunker/id/85975115/
101997287|San Antonio|29.428611|-98.493333|MX|US|https://whosonfirst.mapzen.com/spelunker/id/101997287/
101996573|Cedral|-20.902778|-49.267778|MX|BR|https://whosonfirst.mapzen.com/spelunker/id/101996573/
101998889|Zaragoza|41.65|-0.883333|MX|ES|https://whosonfirst.mapzen.com/spelunker/id/101998889/
101999013|Zaragoza|41.65|-0.883333|MX|ES|https://whosonfirst.mapzen.com/spelunker/id/101999013/
101999909|San Sebastián|43.32|-1.98|MX|ES|https://whosonfirst.mapzen.com/spelunker/id/101999909/
